Workshopname,Kategorie,Datum,Land,Location,Studio Name,URL_E,Art,Level,Beschreibung,Trainer,Uhrzeit
Yoga & Gong Workshop mit White Sound,Gong Bath,"Samstag, 27. April 2024",,"Böttgerstraße 16, 13357 Berlin",YOGA at Lobe Block,https://www.eversports.de/e/workshop/BjV3WGc,Workshop,,"27. April 13-15 Uhr Yoga und Gong Workshop Kultiviere dein Licht im Inneren zur Überwindung von Ängsten und Unsicherheiten. Entdecke die transformative Kraft, die in der Stärkung deines Nieren-Qi liegt. Wir fokussieren uns darauf, das Nieren-Qi zu stärken, um dir nicht nur Ausdauer, sondern auch die notwendige Balance für ein erfülltes Leben zu verleihen. Die Nieren, als Licht- und Luftorgane betrachtet, symbolisieren den saisonalen Energiefluss – im Winter verlangsamt, im Sommer beschleunigt – während auf emotionaler Ebene eine Verbindung zu Themen wie Angst, Unsicherheit, Befürchtung und Partnerschaft besteht. In diesem Workshop: • Wir praktizieren kraftvolles Yoga, um deine Nieren zu aktivieren. • Unser Ziel ist es, dein Nierensystem zu stärken und auszugleichen. • Dies bietet dir die Möglichkeit, aus Ängsten und Unsicherheiten auszusteigen. • Durch ein gestärktes Nierensystem bekommst du den extra Energieschub, welchen du für das tägliche Leben brauchst, um in dir zu ruhen und zu entspannen. Im Shavasana-Teil: • Entspanne dich 20-30 Minuten lang, gemütlich eingekuschelt, während ich den Gong mit harmonischen Klängen spiele. • Der Gong symbolisiert das Universum und enthält alle Schwingungen des Kosmos. Eine Gong-Meditation ermöglicht eine tiefgreifende Erfahrung von Heilung und Entspannung, wenn du in die Schwingungen des Gongs eintauchst - den Urklang des Universums. White Sound-Erfahrung: • Wir beginnen sanft und leise, um dir die Möglichkeit zu geben, tief in die Entspannung einzutauchen. Es ist völlig in Ordnung, einfach einzuschlafen, wenn du möchtest. • Zu einem bestimmten Zeitpunkt, während der Gong erklingt, wird er sehr intensiv und laut - das ist der ""White Sound"". Dieses Geräusch mag anfangs ungewohnt sein, aber sei versichert, die Lautstärke ist sicher. In diesem Moment durchdringt die Schwingung heilend den Raum und dringt bis auf zelluläre Ebene in dich ein. • Der ""White Sound"" ist besonders effektiv bei der Auflösung innerer Blockaden und Spannungen. Er ermöglicht es deiner Energie, ungehindert zu fließen, und führt deinen Körper und Geist in einen Zustand absoluter Entspannung. Dein Unterbewusstsein hat die Möglichkeit, sich zu klären und neu zu ordnen, und Gefühle sowie Emotionen, die in deiner Körperstruktur feststecken, können sich transformieren. Gemeinsam auf dem Weg:• In diesem Workshop begleiten dich Kundalini-Flow Yoga und der Gong auf einer Reise, um tief verwurzelte Blockaden zu lösen, deine innere Stärke zu festigen und über vermeintliche Grenzen hinauszuwachsen. • Diese besondere Form der Gongmeditation hat eine lange Tradition und dient der Reinigung aller Energiekörper. In der yogischen Praxis wird sie als eines der kraftvollsten Schamanischen Werkzeuge zur Bewusstseinserweiterung und Heilung angesehen. • Keine Vorkenntnisse sind erforderlich, daher sind auch Einsteiger herzlich willkommen. Ich empfehle, keine schweren Mahlzeiten innerhalb von 2 Stunden vor der Veranstaltung zu sich zu nehmen und auf Alkohol oder andere berauschende Substanzen zu verzichten. • ""Time to let the Magic happen"" Weiterer Termin: 25. Mai",,13:00 - 15:00
Yoga & Gong Workshop mit White Sound,Gong Bath,"Samstag, 25. Mai 2024",,"Böttgerstraße 16, 13357 Berlin",YOGA at Lobe Block,https://www.eversports.de/e/workshop/XBkvMd1,Workshop,,"25. Mai 13-15 Uhr Yoga und Gong Workshop Kultiviere dein Licht im Inneren zur Überwindung von Ängsten und Unsicherheiten. Entdecke die transformative Kraft, die in der Stärkung deines Nieren-Qi liegt. Wir fokussieren uns darauf, das Nieren-Qi zu stärken, um dir nicht nur Ausdauer, sondern auch die notwendige Balance für ein erfülltes Leben zu verleihen. Die Nieren, als Licht- und Luftorgane betrachtet, symbolisieren den saisonalen Energiefluss – im Winter verlangsamt, im Sommer beschleunigt – während auf emotionaler Ebene eine Verbindung zu Themen wie Angst, Unsicherheit, Befürchtung und Partnerschaft besteht. In diesem Workshop: • Wir praktizieren kraftvolles Yoga, um deine Nieren zu aktivieren. • Unser Ziel ist es, dein Nierensystem zu stärken und auszugleichen. • Dies bietet dir die Möglichkeit, aus Ängsten und Unsicherheiten auszusteigen. • Durch ein gestärktes Nierensystem bekommst du den extra Energieschub, welchen du für das tägliche Leben brauchst, um in dir zu ruhen und zu entspannen. Im Shavasana-Teil: • Entspanne dich 20-30 Minuten lang, gemütlich eingekuschelt, während ich den Gong mit harmonischen Klängen spiele. • Der Gong symbolisiert das Universum und enthält alle Schwingungen des Kosmos. Eine Gong-Meditation ermöglicht eine tiefgreifende Erfahrung von Heilung und Entspannung, wenn du in die Schwingungen des Gongs eintauchst - den Urklang des Universums. White Sound-Erfahrung: • Wir beginnen sanft und leise, um dir die Möglichkeit zu geben, tief in die Entspannung einzutauchen. Es ist völlig in Ordnung, einfach einzuschlafen, wenn du möchtest. • Zu einem bestimmten Zeitpunkt, während der Gong erklingt, wird er sehr intensiv und laut - das ist der ""White Sound"". Dieses Geräusch mag anfangs ungewohnt sein, aber sei versichert, die Lautstärke ist sicher. In diesem Moment durchdringt die Schwingung heilend den Raum und dringt bis auf zelluläre Ebene in dich ein. • Der ""White Sound"" ist besonders effektiv bei der Auflösung innerer Blockaden und Spannungen. Er ermöglicht es deiner Energie, ungehindert zu fließen, und führt deinen Körper und Geist in einen Zustand absoluter Entspannung. Dein Unterbewusstsein hat die Möglichkeit, sich zu klären und neu zu ordnen, und Gefühle sowie Emotionen, die in deiner Körperstruktur feststecken, können sich transformieren. Gemeinsam auf dem Weg:• In diesem Workshop begleiten dich Kundalini-Flow Yoga und der Gong auf einer Reise, um tief verwurzelte Blockaden zu lösen, deine innere Stärke zu festigen und über vermeintliche Grenzen hinauszuwachsen. • Diese besondere Form der Gongmeditation hat eine lange Tradition und dient der Reinigung aller Energiekörper. In der yogischen Praxis wird sie als eines der kraftvollsten Schamanischen Werkzeuge zur Bewusstseinserweiterung und Heilung angesehen. • Keine Vorkenntnisse sind erforderlich, daher sind auch Einsteiger herzlich willkommen. Ich empfehle, keine schweren Mahlzeiten innerhalb von 2 Stunden vor der Veranstaltung zu sich zu nehmen und auf Alkohol oder andere berauschende Substanzen zu verzichten. • ""Time to let the Magic happen""",,13:00 - 15:00
ASSIST WORKSHOP: INTENSIVE with Juan Sierra,Events,"Beginnt am Samstag, 8. Juni 2024",,10:00 - 19:30,YOGA at Lobe Block,https://www.eversports.de/e/workshop/QaklFLB,Workshop,,"ASSIST WORKSHOP INTENSIVE Embark on a transformative journey of Hands-On Assists, where attention and intention come together with the art of Assists. Juan Sierra is an Advanced Certified Jivamukti Yoga Teacher, mentor for both 300 hr trainings and 500 hr JTAP.  Juan welcomes you to explore the interplay of energy knowledge and the magical transformative touch in assists. Participants:  For teachers with 200hr Certificate or more of training time. Training Highlights:  Covering Assists Principles and how to protect our bodies from injury during assists.  Alignment:  Understanding alignment principles that ensure both safety and efficiency in assists. The Magic Touch:  Conveying information directly without words.  Covering, Gentle, medium and strong assists. Assists a moving body in an OPEN CLASS:  We will review all the poses covered for the OPEN CLASS, apply them in an open class setting.  Savasana Assists:  Uncover the principles for a blissed out Savasana Assists experience. End Result: A clearer understanding and benefit of assisting and receiving Hands On Assists.  A firm, confident, inexhaustible approach. A humbling confidence to Assist ANY BODY will be the end result of the workshop.   Schedule:   Saturday  10:00 - 11:30  ASSISTING PRINCIPLES 11:30 - 14:00  ASSISTS SESSION l 14:00 - 15:00  LUNCH 15:00 - 17:30  ASSISTS SESSION ll 18:00 - 19:30  SAVASANA ASSISTS Sunday  10:00 - 12:00  ASSISTS REVIEW W/ Q&A 12:00 - 14:00  ASANA CLASS (PARTNER ASSISTS) 14:00 - 15:00  LUNCH 15:00 - 17:00  ASANA CLASS (PARTNER ASSISTS)  17:00 - 18:30  ASANA CLASS ASSIST REVIEW W/ THE ART OF FEEDBACK 18:30 - 19:30  THE WRAP UP W/ SATSANG AND CHANTING Bio: Juan born in Peru and raised in NYC is an Advanced Certified Jivamukti Yoga Teacher and Mentor for Jivamukti Teacher Trainings (JTT), mentor for Jivamukti Teacher Apprenticeship Program (JTAP).  His classes are filled with ""crisp"" humor and endearing humility, skillful hands-on assists, and thoughtful choice of music. Juan offers a challenging practice that strives to inspire and empower, giving students tools to consciousness development and maintain undisrupted when faced with the calamities of everyday life. Juan is eternally grateful to his Teachers who have illuminated his path.  David Swenson, David Life, Sharon Gannon, Rima Rabbath  Juan teaches Workshops, Trainings and Festivals Internationally.  He is currently living in Berlin, DE.   Date:  Saturday & Sunday, JUNE 8./9th 202410:00-19:30",,"Böttgerstraße 16, 13357 Berlin"
Aerial Hoop 1,Aerial Hoop,"Begann am Donnerstag, 7. März 2024",,"Karl-Zucker-Straße 7-9, 91052 Erlangen",POLE HEROES,https://www.eversports.de/e/workshop/_cVfx28,Workshop,,"Dieser Kurs ist für alle geeignet, die einen Invert vom Boden aus ohne Hilfe können, egal ob am Hoop oder an der Pole. Vorerfahrungen am Hoop sind keine Vorraussetzung. Für diesen Kurs tragt bitte unbedingt Leggins, idealerweise mit hohen Bund. Keine Shorts. Anmeldung ist ab Donnerstag, 18.01.2024, um 18 Uhr möglich.",,"Karl-Zucker-Straße 7-9, 91052 Erlangen"
Aerial Hoop 2,Aerial Hoop,"Begann am Donnerstag, 7. März 2024",,"Karl-Zucker-Straße 7-9, 91052 Erlangen",POLE HEROES,https://www.eversports.de/e/workshop/vPqMS0U,Workshop,,"Voraussetzung für diesen Kurs: sicherer Invert an den Top Bar oder sicherer Aerial Invert an der Pole. Für diesen Kurs tragt bitte unbedingt Leggins, idealerweise mit hohen Bund. Keine Shorts. Anmeldung ist ab Donnerstag, 18.01.2024, um 18 Uhr möglich.",,"Karl-Zucker-Straße 7-9, 91052 Erlangen"
Heels Dance Workshop,Tanzen,"Samstag, 4. Mai 2024",,"Britanniahütte 10, 51469 Bergisch Gladbach",One8dance Studio,https://www.eversports.de/e/workshop/fH0mDJb,Workshop,,"Der Heels Workshop bei Mel ermöglicht eine vertiefte Auseinandersetzung mit der Heels-Technik. Der Schwerpunkt liegt auf Performance, kombiniert mit einer Choreografie, die emotionale Ausdruckskraft betont.",,16:00 - 19:00
POLE INVERTS I Get up side down,Poledance,"Sonntag, 17. März 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/AL0d8uV,Workshop,,"Inverts sind spätestens ab Level 1 ein wichtiger Bestandteil unserer Klassen. Ihr lernt verschiedenen Arten, in die Umkehrung zu gehen und worauf es ankommt. Wenn du also den Chopper meistern oder ganz allgemein deine Inverts verbessern möchtest, ist das der perfekte Workshop für Dich. Jeder wird seinem Können entsprechende Verbessetungstipps bekommen. Anmeldung mit Mitgliedschaft, Membership, 20er-Karte oder als Einzelkurs möglich. Bitte bring deine Yoga-Matte oder ein großes Handtuch mit. Voraussetzung: mind. 6 Monate Pole",,16:00 - 17:30
AERIAL FUN I 8-12 Jahre,Aerial Yoga,"Donnerstag, 28. März 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/WpCq6MN,Workshop,,"Dieser Kurs verbindet Tanz und Akrobatik, so dass der Bewegungsdrang der Kids super erfüllt werden kann. Im BALANCE können sie unsere Luftakrobatik-Geräte (Pole-Stange, Aerial Hoop und Aerial Hammock) kennen lernen und sich daran ausprobieren! Auf spielerische Weise unterrichten wir schon fast zirkusreife Kunststücke. Das macht nicht nur total viel Spaß, sondern verbessert auch ganz nebenbei die Kraft und Koordination der Kinder.",,16:00 - 17:00
DANCE Kids I 4-5 Jahre,Tanzen,"Mittwoch, 3. April 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/uE03gmT,Workshop,,"45 Minuten Tanz, Rhythmische Spiele und viel Spaß 5€ / gratis für BALANCE-Kids",,15:00 - 15:45
DANCE FUN I 6-8 Jahre,Tanzen,"Mittwoch, 3. April 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/Nm33K4u,Workshop,,"60 Minuten Tanz, Rhythmische Spiele und viel Spaß 5€ / gratis für BALANCE-Kids",,16:00 - 17:00
POLE DANCE Tricks & Spins I Level 4,Poledance,"Sonntag, 7. April 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/DmdrEre,Workshop,,"Voraussetzung: Level 3 Teilnahmegebühr 35€/25€ Limited Mitglieder, inklusive für Unlimited-Mitglieder/ Member Bitte bring deine Yoga-Matte mit.",,10:30 - 12:00
THAI YOGA MASSAGE,Yoga,"Sonntag, 14. April 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/U27XEmo,Workshop,,"Dieses Mal, findet die Massage in Bauchlage statt. In der heutigen Zeit werden virtuelle Umarmungen und Küsse per Klick verschickt. So wird echte Berührung von echten Menschen immer wertvoller. Unterschätze niemals die Botschaft, die von deinen Händen ausgeht die in Verbundenheit mit deinem Herzen und Geist sind. Die vier Säulen der Thai Yoga Massage sind Achtsamkeit, Klarheit, Spüren und Hingabe. Eine Thaimassage wird nicht mit Muskelkraft sondern mit Gewichtsverlagerung gegeben. So kann auch der Massage Gebende entspannen und die Massage ganz meditativ genießen. Thaimassage kann bei vielen Beschwerden wie Kopfschmerzen, Rückenproblemen und vielem mehr helfen. Die Technik der Thai Yoga Massage lösen Energieblockaden und führen bei dem Empfänger zu einer tiefen Entspannung. Loslassen wird leichtgemacht und die Selbstheilungskräfte werden aktiviert. Der Workshop beginnt mit einer kurzen meditativen Yogasequenz, so dass Du gut auf das Geben und Empfangen der Massage vorbereitet bist. Thaimassage wird bekleidet ausgeführt. Du solltest aber zum massieren sowie zum massiert werden bequeme Wohlfühl-Kleidung tragen (Sportbekleidung). Alle anderen Hilfsmittel stehen ausreichend im Balance zur Verfügung. Du kannst Dich mit deinem Partner, Ehepartner, Geschwister, Eltern oder Freundin anmelden. Bring bitte gerne eine gemütliche Unterlage (Matratze, Decke u.ä.) mit.",,14:00 - 16:00
AERIAL HOOP I Probestunde,Akrobatik,"Sonntag, 14. April 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/DujyYDr,Workshop,,"Luftakrobatik im Ring. Hier wird Kraft, Beweglichkeit und Balance ganz nebenbei trainiert. Denn vor allem macht es unglaublich viel Spaß. Bitte bring deine Yoga-Matte mit. Voraussetzung: gute Hand- und Armkraft Teilnahmegebühr 10€",,16:30 - 17:30
HANDSTAND Vorbereitung I alle Level,Akrobatik,"Sonntag, 26. Mai 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/o9PsD_A,Workshop,,"Den Handstand zu erlernen bringt Dir viele Benefits für Deinen Körper und auch für Deinen Geist!  Der Handstand sieht nicht nur beeindruckend aus, sondern zeugt auch von Fitness. Das Üben stärkt viele verschiedene Muskelgruppen und hat noch weitere Vorteile für dein Wohlbefinden. ⁣Ein gestärkter Rumpf und Oberkörper ⁣⁣Anfangs wird es dir wahrscheinlich schwer fallen, dich allzu lange auf deinen Händen zu halten, doch mit der Zeit werden die Muskeln in deinen Armen, Schultern und Rumpf stärker werden. ⁣Mehr Gleichgewicht ⁣⁣Für einen Handstand braucht man nicht nur Muskelkraft, sondern auch einen guten Gleichgewichtssinn. ⁣Stärkere Knochen, bessere Durchblutung ⁣⁣Der Handstand zählt als Gewichtsübung und kann deshalb Osteoporose vorbeugen. Dadurch, dass eine Vielzahl an Muskeln beansprucht wird, wird der Aufbau von Knochenmasse gefördert. Der Handstand fördert außerdem die Durchblutung des Oberkörpers, vor allem die der Lunge. ⁣Gute Laune⁣⁣Wer öfter mal Kopf steht, der kann damit auch seine Stimmung aufhellen. Der Handstand wirkt tatsächlich aufmunternd, hat aber auch beruhigende Wirkung. Zudem wirkt sich der Handstand auf die Adrenaldrüse aus, sodass die Produktion des Stresshormons Cortisol reduziert wird. Deshalb wirkt ein Handstand auch bei einer leichten depressiven Stimmung Wunder.  Voraussetzung: Keine Verletzungen, Renate teilt euch entsprechend eures Könnens in Gruppen ein. Teilnahmegebühr 35€/25€ inklusive für Unlimited-Mitglieder & Member",,10:30 - 12:00
ACRO YOGA,Akrobatik,"Sonntag, 26. Mai 2024",,"Deininger Weg 94, 92318 Neumarkt in der Oberpfalz",BALANCE Neumarkt,https://www.eversports.de/e/workshop/5g9eg4-,Workshop,,"Entdecke die Kraft in Dir, einen Menschen auf Deinen Füßen und Händen zu balancieren und zu bewegen. Erlebe auch das unglaubliche Gefühl, Dich balancieren zu lassen, auf den Füßen und Händen eines anderen Menschen. Ein Spotter (= Hilfestellung) sichert das Geschehen, so dass Du den Flug vertrauensvoll genießen kannst. Du wirst erstaunt sein was alles möglich ist, Riesenspaß haben und direkt im Hier und Jetzt ankommen. Ganz nebenbei macht AcroYoga Deinen Körper stark und beweglich. Du bist mit oder ohne Partner herzlich willkommen. Pro Person eine Anmeldung. Bitte bring Deine Yoga-Matte mit.",,12:30 - 14:00
Aufblühen mit Ayurveda,Achtsamkeit,"Samstag, 20. April 2024",,Aufblühen mit Ayurveda,Niyaha Yoga Susann Kind,https://www.eversports.de/e/workshop/7pfT9NN,Workshop,,"Aufblühen mit Ayurveda – Frühlingsworkshop am 20. April   In Balance zu kommen und zu bleiben, ist immer wichtig – aber besonders in Zeiten des Wandels. Gerade befinden wir uns mitten in der Transformation zur wärmeren Jahreszeit; die Natur blüht langsam wieder auf – und mit ihr: wir. Wie Ayurveda uns gerade jetzt und im Allgemeinen besonders unterstützen kann, darum mitunter geht es im nächsten Ayurveda-Workshop bei Niyaha. Ich gebe dir einen Einblick in den Sanskrit-Dschungel (Doshas, Agni, Ritucarya, …) und führe dich ein in dieses uralte und super umfangreiche Gesundheitssystem, das den Menschen als Teil des Ganzen sieht und dessen Methoden und Hilfsmittel Ausgleich im Innen wie im Außen bringen sollen. Dabei darfst du dir selbst näher kommen und in dich hineinspüren – was macht mich aus und was braucht mein System in jeder gegebenen Situation? Das Ziel: mehr Achtsamkeit. Gespickt mit Praxis-Elementen wird das Ganze zu einer ganzheitlichen und dich – hoffentlich – auf allen Ebenen nährenden Erfahrung. <3 (Bitte zieh' dich bequem an.) Ich freue mich auf dich, deine Josi.",,10:00 - 12:00
Mala & Kakao,Achtsamkeit,"Samstag, 20. April 2024",,Mala & Kakao,Niyaha Yoga Susann Kind,https://www.eversports.de/e/workshop/5NtOIyW,Workshop,,"Mit Josi & SusannKnüpfe dir deine eigene Gebetskette, unterstützt von der tragenden Kraft des RohkakaosEine Mala hast du bestimmt schon mal an deinem/deiner Yogalehrer/in gesehen: 108 Kugeln an einer Schnur, im besten Fall handgeknüpft, in bunten Farben oder einfach gehalten, oft mit einer Kordel versehen. Sie ähnelt einem Rosenkranz, stammt aber aus der Tradition des Buddhismus und Hinduismus. Lässt du die Kugeln beim Meditieren durch deine Finger gleiten, zentriert und beruhigt das deinen Geist. Mit jeder Kugel lässt sich ein Mantra wiederholen und so eine Intention setzen.Intention, sozusagen dein Warum, ist das wichtigste Tool, wenn du dir deine eigene Mala knüpfst. Deine ganz persönliche und mit deinen Intentionen aufgeladene Gebetskette kann dir dann dein bester Wegbegleiter und ein Erinnerungsstück an ein paar achtsame und schöne Stunden in Gemeinschaft und kreativem Schaffen sein. Genau dazu wollen wir dich zu unserem Workshop “Mala und Kakao” im Niyaha Yoga Studio einladen.Mit einer kleinen Kakaozeremonie zu Beginn stimmen wir uns ein, verbinden uns mit uns und unseren Intentionen. Der Kakao hilft uns, hier besonders in die Tiefe zu gehen und aus dem Herzen heraus zu kreieren – was wir im zweiten Schritt tun werden.Es erwarten dich neben dem Knüpfen deiner Mala kleinere Bewegungseinheiten zwischendurch, Meditationen, Gemeinschaft, Austausch, ein Geben und Nehmen – und ein paar unvergessliche, erholsame, nährende Stunden. Denn wie das mit Intentionen so ist: Es ist das, was du draus machst; das, worauf du dich einlässt. Also sei offen, sei dabei. <3",,16:00 - 19:30
Partner Akrobatik,Akrobatik,"Begann am Dienstag, 12. Dezember 2023",,Di. 16. Januar 19:20,Pole Land,https://www.eversports.de/e/workshop/ezegoNQ,Workshop,,"Du möchtest coole Posen und akrobatische Elemente zu zweit mit einem Partner erlernen. Patricia und Thuy nehmen euch an die Hand und zeigen euch verschiedene Partnerposen. Dieser Workshop ist nicht nur was für Leute mit Erfahrung in Akrobatik oder Acroyoga, sondern auch für Anfänger geeignet. Übrigens müsst ihr keinen Partner mitbringen :)",,"Kölner Straße 336a, 40227 Düsseldorf"
Intro to Hammock,Aerial Hoop,"Sonntag, 24. März 2024",,"Ticket für So. 24.03.2024, 14:00 - 15:30",Pole Land,https://www.eversports.de/e/workshop/CJc9FIH,Workshop,,Habt ihr Interesse am Aerial Hammock neue Beginnertricks zu lernen? In diesem Workshop zeigt euch Gesa dein paar beginnerfreundliche Tricks und Combos. Ihr braucht eine lange enganliegende Sporthose und ein T- Shirt. Anders als beim Pole schützt euch das Textil vor Verbrennungen und ihr habt besseren Halt.,,14:00 - 15:30
Aerial Hoop,Aerial Hoop,"Sonntag, 31. März 2024",,"Kölner Straße 336a, 40227 Düsseldorf",Pole Land,https://www.eversports.de/e/workshop/WccIM2q,Workshop,,"Habt ihr Interesse am akrobatischen Luftring? Für diesen Workshop kommt Iza wieder zu uns in‘s Pole Land.Es gibt eine Einführung in Ellenbogen und Bauchrollen sowie dynamische Regrips und Tricks Am Ende werden wir das Erlernte zusammen zu einer Choreo miteinander verbinden. Aber keine Angst, dieser Workshop ist für ALLE Level. Iza passt alles dem Niveau der bzw. des Teilnehmers an und vermittelt mehrere Variationen. Ihr braucht eine lange enganliegende Sporthose und ein T- Shirt, bzw. Longsleef.",,12:00 - 13:30
Favourit Pole Combos and Splitz,Poledance,"Beginnt am Samstag, 20. April 2024",,Splitz 14:30 - 16:00,Pole Land,https://www.eversports.de/e/workshop/OGUBUS8,Workshop,,"Dan's favourit combos This class will cover Dan’s favourite combos which may have been seen in some of his performances. He will adapt the combo to each level of student to make it fun for all in class. Students ar e welcome to give moves which they like to do or would like to learn and Dan will try to help you create a combo around this trick. So not only will we get to learn Dan’s combos, we will also get the techniques to learn how to make our very own combo’s with moves which we love. This is a fairly advanced class so for this class you will ideally be working towards airinverts, Shoulder mount, superman, extended butterflies & Gemini/ scorpios. Splitz When Dan first started pole he could barely touch his toes so he is no stranger to the struggle of flexibility training. For those people looking to improve their splits this is a great class to come and learn the techniques Dan used to get his splits to wher e they are today. And for those who love splits already, come and learn some more advanced techniques to make your splits even more amazing. This class will be 40 mins split stretching and technique and 50 mins splits tricks on the pole. This class is suitable for Intermediate and above students. We recommend you can do Gemini, scorpio, shoulder mount and basic sits on the pole.",,"Kölner Straße 336a, 40227 Düsseldorf"
Pole Choreo,Poledance,"Sonntag, 21. April 2024",,"Kölner Straße 336a, 40227 Düsseldorf",Pole Land,https://www.eversports.de/e/workshop/VVXdiD8,Workshop,,"In diesem Workshop lernen wir innerhalb von 2 Stunden eine sinnliche Choreografie zum „Seven Nation Army“ Cover von Zella Day. Die Choreo wird voraussichtlich Static und Spinning Elemente enthalten. Wir starten mit einem kurzen Warm Up, erlernen anschließend die Choreo und filmen uns am Ende (natürlich freiwillig).  Wichtig: Bitte bringt Knieschoner und ggf. Socken mit. Die Choreo richtet sich an alle auf Beginner Level und aufwärts. ",,14:30 - 16:00
